segment_id	text	category	duration	audio_path
YOU0000005458_S0003510	CRITICAL THINKING <COMMA>	21	1.4003906	YOU0000005458_S0003510.wav
YOU0000004982_S0000393	MISS ALLEN <COMMA> PLACE <PERIOD> OK <PERIOD>	21	1.7399902	YOU0000004982_S0000393.wav
POD0000000824_S0000054	AND I SCREWED UP MY COURAGE AND ASKED HESCHEL IF I COULD COME VISIT HIM IN HIS OFFICE IN NEW YORK <COMMA> AND HE SAID YES <PERIOD>	6	5.399994	POD0000000824_S0000054.wav
YOU0000000549_S0000714	ALL THE BEST IN YOUR EXAMS <PERIOD> I'M KEEPING ALL OF MY FINGERS CROSSED FOR YOU <PERIOD>	21	4.050293	YOU0000000549_S0000714.wav
AUD0000000007_S0001734	AND PLUCK THE MANGLED TYBALT FROM HIS SHROUD <COMMA>	28	2.7304688	AUD0000000007_S0001734.wav
AUD0000001383_S0001867	ALL THESE THINGS WERE DEPENDENT ON HIM FOR THEIR FUTURE WELL-BEING ON HIM AND ON DIKE AFTER HIM <PERIOD>	28	6.5996094	AUD0000001383_S0001867.wav
AUD0000001047_S0000168	IN VAIN SHE HAD OFFERED TO VARIOUS EDITORS AND PUBLISHERS THE USE OF HER PEN <PERIOD>	28	4.8900146	AUD0000001047_S0000168.wav
POD0000003736_S0000134	THE BELT AND ROAD INITIATIVE WAS HOW HE PLANNED TO DO IT <COMMA>	6	3.2700195	POD0000003736_S0000134.wav
YOU0000003032_S0000036	OUTSIDE RUSSIA <PERIOD>	0	1.3700027	YOU0000003032_S0000036.wav
POD0000001128_S0000083	YOU TAKE MORAL PRECEPTS OUT OF THE DEEP STORY <PERIOD>	6	4.3999634	POD0000001128_S0000083.wav
YOU0000000171_S0003424	GUIDED HIM TOWARDS THAT UNDESIRED ESTABLISHMENT AT THE CORNER NEAR THE STATION <PERIOD>	21	6.600586	YOU0000000171_S0003424.wav
YOU0000000659_S0000923	THIS PROCESS IDENTIFIED ONLY A FEW STUDENTS AS HIGHLY CAPABLE OF THOSE IDENTIFIED <PERIOD>	10	5.1000977	YOU0000000659_S0000923.wav
YOU0000000171_S0000642	SPUMING <EXCLAMATIONPOINT>	21	1.380127	YOU0000000171_S0000642.wav
POD0000006397_S0000008	FULL DISCLOSURE DATADOG IS A SPONSOR OF SOFTWARE ENGINEERING DAILY	17	4.0199966	POD0000006397_S0000008.wav
AUD0000000515_S0001363	SIR GALAHAD'S SPEAR WOULD BREAK LIKE A MATCHSTICK <COMMA>	28	3.3901367	AUD0000000515_S0001363.wav
YOU0000005458_S0001777	SO I REALLY WANNA THANK YOU FOR THE OPPORTUNITY <PERIOD>	21	2.6699219	YOU0000005458_S0001777.wav
POD0000001360_S0000481	RELAX <COMMA> TAKE A BREATH	6	1.7800293	POD0000001360_S0000481.wav
POD0000000136_S0000058	BECAUSE MEMORIALS AREN'T MEMORIES <PERIOD>	14	2.130005	POD0000000136_S0000058.wav
AUD0000000453_S0001059	CERTAINLY DR <PERIOD> LETT AND THE PRESIDENT AND THE CABINET MEMBERS WHO WERE PARAS ACTED CONVINCINGLY AS IF THEY WERE NOT <PERIOD>	28	7.0600586	AUD0000000453_S0001059.wav
YOU0000005160_S0000018	AND THEN TO PEOPLE <PERIOD>	21	1.1699829	YOU0000005160_S0000018.wav
POD0000003608_S0000093	HE WAS ALWAYS DEALING WITH MICHAEL'S BROTHER <COMMA> WHO IS STRUGGLING WITH ADDICTION	6	4.169983	POD0000003608_S0000093.wav
YOU0000004936_S0000902	CHANGING THE LANGUAGE AND WORLDVIEW OF I C T FOUR D	21	4.2001953	YOU0000004936_S0000902.wav
YOU0000004936_S0000154	THESE TOOLS WERE USED TO MANAGE INFORMATION THAT ARE RECEIVED ABOUT THE DISASTER <PERIOD>	21	5.3100586	YOU0000004936_S0000154.wav
YOU0000003048_S0004398	WHAT ABOUT IF WE OPEN THE KESHE FOUNDATION BANK ACCOUNT <COMMA> AND WE GIVE EVERY MONEY <COMMA> EVERYONE FIVE THOUSAND EURO RIGHT ACROSS THE PLANET <QUESTIONMARK>	15	8.6015625	YOU0000003048_S0004398.wav
POD0000001152_S0000255	I'M KRISTA TIPPETT <COMMA> AND THIS IS ON BEING <PERIOD>	6	2.369995	POD0000001152_S0000255.wav
AUD0000000727_S0000947	HOW CAN YOU LIVE HERE AND NOT DO IT <QUESTIONMARK>	28	2.4899902	AUD0000000727_S0000947.wav
YOU0000005062_S0000075	THE DIFFERENCE IS SO MUCH <PERIOD>	12	1.3999939	YOU0000005062_S0000075.wav
AUD0000000665_S0000660	WITH A TIE THAT MELTED INTO IT IN TONE <COMMA>	28	2.5600586	AUD0000000665_S0000660.wav
YOU0000004224_S0000175	EVEN IF YOU	12	1.7199707	YOU0000004224_S0000175.wav
AUD0000001157_S0000713	BUT PETER NEVER GROWS ANY OLDER <COMMA>	28	2.2800293	AUD0000001157_S0000713.wav
YOU0000003048_S0003899	HOW CAN THIS GUY TALK ABOUT ARAB ISLAMIC WORLD NOT ACCEPTING <COMMA> BUT GOING TO THE MOUNT CARMEL <COMMA> BECAUSE THEY WON'T ACCEPT THE STATE OF ISRAEL <PERIOD>	15	10.199219	YOU0000003048_S0003899.wav
AUD0000000409_S0000709	WHO ARE YOU THREE <QUESTIONMARK> WHAT ARE YOU DOING HERE <QUESTIONMARK> SPEAK UP <PERIOD>	28	3.3701172	AUD0000000409_S0000709.wav
YOU0000001561_S0000220	AND THERE IS A SPECIES OF SNAKE PEOPLE CALLED WADJET <COMMA>	21	4.0200195	YOU0000001561_S0000220.wav
AUD0000001801_S0000665	DO <PERIOD>	28	1.0200195	AUD0000001801_S0000665.wav
AUD0000000694_S0001938	I WANT TO LOOK AT YOU SHE SITS ON THE HEARTHSTONE BY DICK'S FEET <PERIOD>	28	5.5	AUD0000000694_S0001938.wav
AUD0000000012_S0000111	TOWARDS WHOM SHE HAD A SPECIAL DEVOTION <PERIOD>	28	3.1499634	AUD0000000012_S0000111.wav
POD0000002882_S0000021	AND THIS IMPACTS THE TEXTURE AND THE MELTING QUALITIES <PERIOD> BASICALLY <COMMA> THE CASEIN PROTEINS <COMMA> WHICH ARE THE MOST IMPORTANT PROTEINS IN MILK AND PLAY A HUGE ROLE IN CHEESE <COMMA>	8	8.520004	POD0000002882_S0000021.wav
POD0000006333_S0000296	BUT WE PROVIDE THAT ON THE CUSTOMER'S OWN PREMISE <COMMA>	17	4.7998047	POD0000006333_S0000296.wav
AUD0000000708_S0000209	SINCLAIR WAS STANDING GUARD <PERIOD>	28	2.1099854	AUD0000000708_S0000209.wav
YOU0000003032_S0001730	YET THOU MIGHTEST HAVE PREVENTED THAT NEW TOWER AND HAVE CUT SHORT THE SUFFERINGS OF MEN FOR A THOUSAND YEARS FOR THEY WILL COME BACK TO US AFTER A THOUSAND YEARS OF AGONY WITH THEIR TOWER <PERIOD>	0	10.5	YOU0000003032_S0001730.wav
AUD0000000494_S0000316	BUT REFRAINED <PERIOD>	28	1.1398926	AUD0000000494_S0000316.wav
YOU0000001067_S0000110	WE'VE DONE CONFERENCES IN NIGERIA AND BRAZIL <COMMA>	0	2.6400146	YOU0000001067_S0000110.wav
AUD0000000341_S0001184	BORE WHAT <COMMA>	28	1.0200195	AUD0000000341_S0001184.wav
POD0000003180_S0000350	THEY ARE STEREOTYPES <PERIOD>	6	1.3200684	POD0000003180_S0000350.wav
YOU0000005256_S0000505	SO I THINK THAT'S A CONVERSATION THAT WE HAVE WITH THE WORLD <COMMA>	21	3.0100098	YOU0000005256_S0000505.wav
POD0000005428_S0000426	LIZ TALKED ABOUT ANGRY TRUMP VOTERS <PERIOD>	6	3.119873	POD0000005428_S0000426.wav
YOU0000004886_S0000545	THEY MADE THE ECHO PIRATE TIME TRAVEL MART <PERIOD>	21	2.6101074	YOU0000004886_S0000545.wav
AUD0000001383_S0001565	THE SOUND OF A SHOE DROPPED ON THE HARDWOOD FLOOR <COMMA> THE RUSH OF WATER IN THE BATHROOM <COMMA>	28	5.149414	AUD0000001383_S0001565.wav
YOU0000003102_S0000072	HERE'S WHAT'S HAPPENING TO OUR CLIMATE <COMMA> HERE'S WHAT WE HAVE TO DO TO PREVENT IT <PERIOD> THAT STUFF RISKS BEING BORING <PERIOD>	0	6.169983	YOU0000003102_S0000072.wav
YOU0000001875_S0000075	THERE'S JUST SO MUCH IN THE AMERICAN POLITICAL SATIRE SPACE THAT HASN'T ADDRESSED THINGS LIKE THE UNITED STATES' RELATIONSHIP WITH SAUDI ARABIA <COMMA>	21	7.9799805	YOU0000001875_S0000075.wav
AUD0000000443_S0000938	OF COURSE THESE REMARKS REACHED THE EARS OF HIS CONSTITUENTS ANYHOW <COMMA>	28	4.4101562	AUD0000000443_S0000938.wav
YOU0000001253_S0001100	LAUREN ELIZABETH BOULGER <PERIOD>	21	2.2197266	YOU0000001253_S0001100.wav
YOU0000000171_S0000853	SAID MR <PERIOD> GARVACE TO MORRISON <PERIOD>	21	2.1298828	YOU0000000171_S0000853.wav
AUD0000001283_S0000634	THE EMPEROR TOUCHED ONE OF THE WALLS AND IT OPENED <COMMA> AND WE PASSED DOWN A CORRIDOR THAT WAS LIT WITH MANY TORCHES <PERIOD>	28	6.4799805	AUD0000001283_S0000634.wav
POD0000003073_S0000035	BUT THAT ARMY OF CELLS CAN DO COLLATERAL DAMAGE AND WHEN THEY DEAL WITH INFECTION <COMMA> THEY MAKE A LOT OF TOXIC MOLECULES <PERIOD>	6	6.029999	POD0000003073_S0000035.wav
AUD0000001801_S0000874	THERE'S NOT THE MEANEST SPIRIT ON OUR PARTY WITHOUT A HEART TO DARE OR SWORD TO DRAW WHEN HELEN IS DEFENDED NOR NONE SO NOBLE WHOSE LIFE WERE ILL BESTOW'D OR DEATH UNFAM'D WHERE HELEN IS THE SUBJECT <PERIOD>	28	13.02002	AUD0000001801_S0000874.wav
YOU0000005780_S0002091	HE HAS ALSO SUFFERED RESISTANCE <COMMA> FIERCE CONDEMNATION <COMMA> HARD PERSECUTION FROM RELIGIOUS WORLD AND THE CCP <PERIOD>	2	8.0	YOU0000005780_S0002091.wav
POD0000001168_S0000177	THINK IT COMES THROUGH VERY MUCH IN YOUR	6	2.4000244	POD0000001168_S0000177.wav
POD0000001192_S0000301	REFLECTING THE MOST POWERFUL OFFICE IN THE WORLD <COMMA>	6	3.7600098	POD0000001192_S0000301.wav
POD0000005633_S0000958	CHAP STICK <PERIOD>	3	0.95996094	POD0000005633_S0000958.wav
YOU0000005126_S0002903	LIVE OAK BRANCH <COMMA>	2	1.0996094	YOU0000005126_S0002903.wav
YOU0000001743_S0000382	AND COLE ZAHRA IS IN <PERIOD>	12	2.8798828	YOU0000001743_S0000382.wav
POD0000001336_S0000614	WITH WHAT <QUESTIONMARK>	6	0.89990234	POD0000001336_S0000614.wav
YOU0000003242_S0000371	THE FIRST TIME I WENT WAS IN TWO THOUSAND THIRTEEN WITH A UN GROUP <PERIOD>	23	3.9702148	YOU0000003242_S0000371.wav
POD0000001408_S0000154	NONE OF OUR FRIENDS OR FAMILY COULD SEE THE PICTURE <PERIOD>	6	2.7600098	POD0000001408_S0000154.wav
YOU0000001775_S0001556	AND JUST BY THE OPPORTUNITY <COMMA> AND SOME OF THEM MOVED OUT OF PLACES WHERE THEY WERE IN THE STATES TO OTHER STATES WHERE MEDICAL MARIJUANA WAS LEGAL <PERIOD>	12	10.930664	YOU0000001775_S0001556.wav
YOU0000005652_S0000071	THE FIRST VIDEO WAS FLAMES OF WAR <PERIOD>	12	2.0400085	YOU0000005652_S0000071.wav
AUD0000000665_S0001798	FOR HE SAYS HE AND BILLY AND I ARE GOING TO PLAY SO MUCH GOLF AND TENNIS THAT I SHALL KEEP AS THIN AS HE WANTS ME TO WITHOUT ANY MORE MELTING <COMMA>	28	9.120117	AUD0000000665_S0001798.wav
POD0000002945_S0000104	LET'S TAKE A LISTEN HI <PERIOD> MY NAME IS MARIA NAVARRO <PERIOD> I'M MEXICAN-AMERICAN <COMMA> AND NOW I ATTEND A TOP PRIVATE UNIVERSITY IN NEW YORK CITY <PERIOD>	6	8.369995	POD0000002945_S0000104.wav
POD0000006132_S0000092	IT'S NONTRADITIONAL VIDEO <PERIOD> SO IT'S NOT LIKE THE YOUTUBE'S OF THE WORLD PER SE <COMMA>	17	4.5599976	POD0000006132_S0000092.wav
AUD0000000443_S0000822	TWO OR THREE MILES FROM THE STATIONS <COMMA>	28	2.4301758	AUD0000000443_S0000822.wav
YOU0000005348_S0000182	YOU CAN STILL GET THE BENEFIT OF BOTH <PERIOD> SO SURE <COMMA> THERE ARE SOME PEOPLE WHO SHOULD PAY TWO HUNDRED DOLLARS PER MONTH FOR UNLIMITED DATA <PERIOD>	21	6.4699707	YOU0000005348_S0000182.wav
POD0000003041_S0000034	YES <COMMA> FILL THIS OUT <PERIOD> YOU WILL BE SAFE AND PEOPLE LIKE SARAH I'M MOSTLY AFRAID OF FILLING OUT THE PART OF THE CENSUS THAT ASKS ME TO STATE MY ETHNICITY <PERIOD>	6	9.5099945	POD0000003041_S0000034.wav
POD0000005768_S0000937	THERE <COMMA> THAT'S THE PHRASE I WAS LOOKING FOR <PERIOD>	3	1.8603516	POD0000005768_S0000937.wav
AUD0000001383_S0001139	THE CROWD EDGED CLOSER <PERIOD>	28	2.1000977	AUD0000001383_S0001139.wav
YOU0000005700_S0000090	IF YOU ARE USING THE COPYRIGHT OFFICE'S TEMPLATE <COMMA>	21	3.0100098	YOU0000005700_S0000090.wav
AUD0000000537_S0000345	DARKNESS <COMMA>	28	1.1699219	AUD0000000537_S0000345.wav
AUD0000000665_S0001105	BUT I LOOKED TO MYSELF ABOUT THE EYES AS I HAD BEEN DOING FOR YEARS <PERIOD>	28	3.209961	AUD0000000665_S0001105.wav
YOU0000002055_S0000740	LIKE <COMMA> I'M JUST GOING TO BEAT YOU UP <PERIOD> AND HE WAS THIS HUGE PRO WRESTLER <PERIOD>	25	3.1000977	YOU0000002055_S0000740.wav
YOU0000005644_S0000432	DR <PERIOD> TOEDT <COMMA> THANK YOU SO MUCH FOR MAKING THE TRIP AGAIN <PERIOD> WE'D LOVE TO HEAR FROM YOU TODAY <PERIOD>	21	4.1098633	YOU0000005644_S0000432.wav
AUD0000000665_S0000867	I PICKED UP THE BUNDLE AND WENT INTO THE OTHER ROOM WITH IT WHERE A KETTLE WAS BOILING ON THE STOVE AND A LARGE BUCKET BY THE DOOR <PERIOD>	28	6.2998047	AUD0000000665_S0000867.wav
YOU0000003962_S0001115	THE ANSWER IS YES <PERIOD>	12	1.7998047	YOU0000003962_S0001115.wav
YOU0000003158_S0000216	FOR ONE <COMMA> I HAD NEVER REALLY THOUGHT OF MYSELF AS AMERICAN <COMMA> WITHOUT SAYING BLACK AMERICAN OR AFRICAN-AMERICAN <PERIOD>	12	7.380127	YOU0000003158_S0000216.wav
POD0000000968_S0000177	I HAD NO IDEA <PERIOD>	6	1.3800049	POD0000000968_S0000177.wav
YOU0000002936_S0000542	WELL <COMMA> THAT WAS BOEHNER'S DECISION <COMMA>	12	1.4899902	YOU0000002936_S0000542.wav
YOU0000005636_S0000101	WHICH SPECIFIED THAT A LITERARY <COMMA>	21	2.6400146	YOU0000005636_S0000101.wav
AUD0000000877_S0000312	THAT FROM THAT TIME TILL NOW THERE HAS BEEN NO CANDIDATE WHO HAS MADE MORE NOISE THAN HE IN ALL THE DISPUTATIONS OF OUR SCHOOL <PERIOD>	28	8.699951	AUD0000000877_S0000312.wav
YOU0000005588_S0000036	EXPERIENCES <PERIOD>	21	1.4400024	YOU0000005588_S0000036.wav
YOU0000001857_S0002100	AND WE CONTINUE TO BE <COMMA>	10	1.4003906	YOU0000001857_S0002100.wav
AUD0000001221_S0001245	AND THEN MR <PERIOD> WEST SPOKE COURTEOUSLY <PERIOD>	28	2.4501953	AUD0000001221_S0001245.wav
AUD0000000012_S0000160	IN ORDER TO FIND THE TRUE ONE <PERIOD>	28	2.7600098	AUD0000000012_S0000160.wav
POD0000005276_S0000259	SO AS FAR AS MY SUBCONSCIOUS MIND IS CONCERNED <COMMA> I'M ACTUALLY IN A FIGHT IF I'M DOING ONE OF THOSE FORMS IN MARTIAL ARTS <PERIOD>	18	8.02002	POD0000005276_S0000259.wav
YOU0000004678_S0000470	YEAH <COMMA> IF YOU CAN GET A HOLD OF THEIR THEIR EMAILS <COMMA> I WOULD ABSOLUTELY CREATE A CUSTOMER LIST IN YOUR AUTO-RESPONDER AND IT'S TOTALLY FINE <PERIOD> AGAIN <COMMA> THEY WOULD RATHER HEAR FROM YOU THAN GET AN EMAIL FROM LIKE A BIG <COMMA>	0	15.169922	YOU0000004678_S0000470.wav
YOU0000005126_S0000319	OKAY <COMMA>	2	0.8399658	YOU0000005126_S0000319.wav
AUD0000001221_S0000198	NO <COMMA>	28	0.8300171	AUD0000001221_S0000198.wav
YOU0000005160_S0000110	GIVEN UP TO DIE BY THEIR MEDICAL DOCTORS AND SURGEONS <PERIOD>	21	3.6899414	YOU0000005160_S0000110.wav
YOU0000000171_S0000467	ALWAYS DO IT ON TUPPENCE FOR A BITTER <PERIOD>	21	2.3701172	YOU0000000171_S0000467.wav
YOU0000005200_S0000111	IT'S SOMEBODY WHO LIKES HORSES A LOT A	0	2.2199707	YOU0000005200_S0000111.wav
AUD0000001133_S0000530	COME THEY OF NOBLE FAMILY <QUESTIONMARK>	28	1.8901367	AUD0000001133_S0000530.wav
AUD0000001067_S0000271	THAT THERE NEVER WERE A HAPPIER COUPLE <COMMA>	28	2.0699463	AUD0000001067_S0000271.wav
YOU0000003449_S0000079	EVERYBODY WOULD UNDERSTAND <COMMA>	12	1.5899963	YOU0000003449_S0000079.wav
YOU0000004501_S0000890	LEGITIMATE PUBLIC HEALTH CRISIS <COMMA> GLOBAL PUBLIC HEALTH CRISIS <PERIOD> SO	21	3.6601562	YOU0000004501_S0000890.wav
POD0000001080_S0000468	SO EVERY MORNING I SIT <COMMA> I KNEEL <COMMA> WAITING <COMMA>	6	3.2700195	POD0000001080_S0000468.wav
YOU0000000171_S0004185	FIFTEEN YEARS AGO <COMMA>	21	1.6015625	YOU0000000171_S0004185.wav
YOU0000005348_S0000064	PLEASE LOOK AT EXHIBITS A THROUGH F ON THE TABLE OVER HERE <PERIOD>	21	4.330017	YOU0000005348_S0000064.wav
AUD0000000378_S0001125	YOU ARE THE REAL THING <EXCLAMATIONPOINT>	28	2.1899414	AUD0000000378_S0001125.wav
YOU0000005530_S0000086	AND CALMED HIMSELF ENOUGH TO APPROACH IT AND EXAMINE THE CRUDE SIGN CHISELLED ABOVE <PERIOD>	24	5.130005	YOU0000005530_S0000086.wav
AUD0000001801_S0002260	HAD SHE NO LOVER THERE THAT WAILS HER ABSENCE <QUESTIONMARK>	28	4.2001953	AUD0000001801_S0002260.wav
YOU0000001857_S0001387	THE PLANNING FOR THE FIFTY FIFTY IN-PERSON OPTION WILL EVENTUALLY BE VITAL AS WE PLAN ON GOING FORWARD IN PHASING AN IN-PERSON INSTRUCTION AS CONDITIONS WOULD PERMIT <PERIOD>	10	9.5	YOU0000001857_S0001387.wav
YOU0000002657_S0000030	ANYWHERE IN THIS COUNTRY <COMMA>	2	1.8299866	YOU0000002657_S0000030.wav
AUD0000000487_S0001019	MANY OF THEM RESISTED <COMMA>	28	1.6298828	AUD0000000487_S0001019.wav
YOU0000002055_S0000166	WHICH IS LUDICROUS <PERIOD> A GUY LIKE ME SHOULD NOT BE HANGING OUT WITH DIDDY COMBS <PERIOD>	25	3.6900024	YOU0000002055_S0000166.wav
AUD0000001383_S0001549	HE HAD KNOWN <PERIOD>	28	2.0097656	AUD0000001383_S0001549.wav
YOU0000004846_S0000152	THOSE WITH AN ELEMENTARY AND A MIDDLE SCHOOL CHILD PLUS ARRIVING TO THEIR PLACE OF EMPLOYMENT ON TIME <PERIOD>	21	7.0599976	YOU0000004846_S0000152.wav
YOU0000002567_S0000364	THERE'S A RELIEF THERE SO IT DOESN'T PINCH FINGERS <PERIOD>	22	3.130005	YOU0000002567_S0000364.wav
YOU0000000171_S0001776	YOU'LL BE PAYING FOR THIS <COMMA>	21	2.3701172	YOU0000000171_S0001776.wav
POD0000006613_S0000121	CLUBHOUSE LETS YOU COLLABORATE WITH THE REST OF THE PRODUCT TEAM IF YOU'RE AN ENGINEERING-HEAVY ORGANIZATION <COMMA> YOU WILL LOVE THE INTEGRATIONS WITH GITHUB AND SLACK AND SENTRY AND THE OTHER TOOLS THAT YOU'RE FEEDING INTO YOUR ISSUE TRACKING AND PROJECT MANAGEMENT <PERIOD>	17	14.470093	POD0000006613_S0000121.wav
POD0000000992_S0000171	PEOPLE WHO OUGHT TO HAVE BEEN BRISTLING WITH BITTERNESS AND ANGER <COMMA>	6	6.4799805	POD0000000992_S0000171.wav
AUD0000001067_S0000063	LITTLE DID I THEN THINK I WAS ORDAINED SO SOON TO QUIT THAT HUMBLE COTTAGE FOR THE DECEITFULL PLEASURES OF THE WORLD <PERIOD>	28	6.8099976	AUD0000001067_S0000063.wav
POD0000003320_S0000149	JUST SIT <PERIOD>	6	0.7199707	POD0000003320_S0000149.wav
POD0000005525_S0000322	IF WE'RE ACTUALLY ABLE TO CHANGE IT <COMMA> IT WILL HAVE A VERY GOOD IMPACT UPON THE HEALTH OF THE COUNTRY <PERIOD> I'M JUST STILL VERY SKEPTICAL THAT PEOPLE WILL DO IT <PERIOD>	6	8.340088	POD0000005525_S0000322.wav
AUD0000000443_S0000724	BUT THIS RATE WAS AFTERWARD REDUCED BY THE POST OFFICE DEPARTMENT TO ONE DOLLAR FOR EACH HALF OUNCE <PERIOD>	28	6.420166	AUD0000000443_S0000724.wav
YOU0000005406_S0000292	AND KILOMETERS PER SECOND PER MEGAPARSEC HAS UNITS OF INVERSE TIME ALSO BECAUSE KILOMETERS IS DISTANCE AND MEGAPARSEC IS INVERSE DISTANCE <PERIOD>	21	8.460083	YOU0000005406_S0000292.wav
YOU0000003962_S0002867	THEY SIMPLY DO NOT GIVE OBJECTIVE ASSESSMENTS OF THE CONSTITUTIONAL HISTORY <PERIOD>	12	6.9003906	YOU0000003962_S0002867.wav
YOU0000005458_S0002738	PHENOMENAL PRO PRODUCTIONS <PERIOD>	21	2.2998047	YOU0000005458_S0002738.wav
POD0000000456_S0000359	BEING OVERTURNED WITH BROWN VS <PERIOD> BOARD OF EDUCATION <PERIOD>	6	3.5800781	POD0000000456_S0000359.wav
YOU0000000549_S0000578	PLUS	21	1.0200195	YOU0000000549_S0000578.wav
AUD0000000820_S0001073	THEY WOULD NOT HAVE TREATED ME LIKE THIS <PERIOD>	28	2.5200195	AUD0000000820_S0001073.wav
AUD0000000521_S0000074	AND MORE FROLICSOME THAN POSITIVELY ILL-MANNERED <COMMA>	28	3.3299866	AUD0000000521_S0000074.wav
AUD0000001133_S0000371	WILL YOU SHOGGE OFF <QUESTIONMARK>	28	1.2900391	AUD0000001133_S0000371.wav
AUD0000001383_S0003004	WHO IS IT <QUESTIONMARK>	28	0.80078125	AUD0000001383_S0003004.wav
YOU0000002857_S0001505	AGREED <QUESTIONMARK>	12	0.7001953	YOU0000002857_S0001505.wav
YOU0000004936_S0000574	INCLUSIVE INNOVATIONS MAY FOSTER INCLUSION IN PRODUCTION <COMMA> IN CONSUMPTION <COMMA> IN THE INNOVATION PROCESS ITSELF AND BY PROMOTING THE AGENCY OF THE EXCLUDED <PERIOD>	21	10.529297	YOU0000004936_S0000574.wav
POD0000001240_S0000402	AND THEREFORE <COMMA> YEAH <COMMA> THERE'S AN OBSTACLE IN FRONT OF US <PERIOD>	6	2.789795	POD0000001240_S0000402.wav
AUD0000001801_S0001327	FEARS MAKE DEVILS OF CHERUBIMS THEY NEVER SEE TRULY <PERIOD>	28	3.300293	AUD0000001801_S0001327.wav
POD0000003145_S0000168	STAY WITH US	6	0.98999023	POD0000003145_S0000168.wav
